AGE,E401K,FSIZE,INC,MALE,MARR,NETTFA
47,0,3,51.96,0,1,-5.4
58,0,2,27.639,0,1,-3.3
32,0,4,54.411,0,1,13.8
47,1,2,17.28,0,0,61.475
43,0,4,32.316,1,1,0.083
59,1,2,71.568,0,1,81.312
57,1,2,55.635,0,1,65.75
49,0,1,143.067,1,0,9.599
44,0,6,47.769,0,1,4.144
34,0,4,17.337,0,1,3.178
39,0,5,11.205,0,0,-4
42,0,2,27.696,0,1,-0.023
31,0,1,21.63,1,0,1.02
55,1,2,40.641,0,1,120.097
45,0,1,38.148,1,0,0.205
51,1,3,25.434,0,0,-0.337
33,0,1,30.192,0,0,0.5
27,1,1,27.657,0,0,2.02
45,1,2,30.225,0,0,26.421
29,0,4,44.952,0,1,11.654
43,1,4,47.184,0,1,61.5
46,1,4,44.949,0,1,-3.029
36,0,2,46.842,0,1,-4.35
46,1,2,100.587,1,0,34.2
54,1,3,18.756,0,0,0.849
49,0,2,57.615,0,1,5.8
27,0,4,16.056,0,1,-0.331
34,1,4,27.213,0,1,-2.542
40,0,1,20.22,1,0,-2.49
25,1,1,27.615,1,0,-4.4
27,0,1,15.33,0,0,-0.201
26,0,3,58.26,0,1,5.6
27,0,1,18.006,1,0,0.5
25,1,1,40.8,1,0,-59.45
47,1,2,179.1,0,1,983
59,1,2,78.972,0,1,80.5
34,0,2,29.43,0,0,-19.425
35,0,3,19.287,0,0,-0.5
38,1,1,38.61,0,0,16.5
48,0,1,40.641,1,0,20.685
44,0,3,22.41,0,0,-1
62,0,3,23.532,0,1,29.6
43,0,1,20.529,0,0,-0.55
55,1,3,37.242,0,1,9.05
41,1,2,66.588,0,1,21
36,1,3,13.506,0,1,-4.936
49,0,2,20.34,1,0,10.15
33,0,4,22.764,0,1,-2.1
56,1,3,74.385,0,1,14.12
30,1,4,59.4,1,1,2.85
45,0,2,15.936,0,0,39
45,0,4,33.24,0,1,122.8
38,0,5,94.503,0,1,14.06
41,1,3,25.8,0,1,-3
40,0,6,24.084,0,1,-1.2
33,1,1,38.88,1,0,7.149
41,0,5,46.08,0,1,0
34,0,2,22.8,0,0,-0.7
28,1,1,14.415,0,0,0.226
42,0,5,73.362,0,1,-17.3
30,0,2,67.125,0,1,13
53,1,4,76.05,0,1,82.734
44,1,5,11.88,0,0,1
46,1,3,65.88,0,1,74
35,0,1,24.549,0,0,1.225
43,1,4,58.905,0,1,80.749
29,0,2,47.838,0,1,8.377
45,0,3,35.58,0,1,5.649
31,1,3,67.593,0,1,4.849
41,0,3,19.215,1,0,0.1
26,1,3,45.651,0,1,-6.545
44,1,4,67.428,0,1,-5.687
46,1,2,61.044,1,1,16.749
36,0,4,65.505,0,1,8.649
37,0,2,26.553,1,0,-1.34
38,0,2,11.4,0,0,-1.5
41,0,1,30.24,1,0,-2.4
33,0,3,18.6,0,0,-1.435
55,0,5,22.188,0,1,-0.3
57,0,1,14.232,0,0,-1.925
40,0,4,43.203,1,1,86.03
33,0,4,53.7,0,1,13.349
53,0,3,32.559,0,1,42.8
35,1,4,86.814,0,1,18.3
48,0,4,43.05,0,1,10.69
53,1,3,20.646,0,1,10.699
27,0,4,39.408,0,1,-12.5
30,0,2,59.253,0,1,10.948
30,0,4,31.086,0,1,-4.3
48,0,3,41.655,0,1,2.35
27,0,1,26.724,1,0,12.999
41,0,1,39.15,1,0,30.999
40,0,1,32.457,0,0,18.3
31,0,1,12.093,1,0,30
56,0,2,57.984,0,1,125.199
62,1,2,41.106,0,1,157.973
27,0,4,18.156,0,1,0
54,0,2,35.28,0,1,18.545
27,1,3,59.841,0,1,-1.812
36,1,5,59.112,0,1,12.414
31,0,3,46.05,0,1,-5.2
45,1,4,31.047,0,1,51
31,0,3,28.08,0,1,0
31,0,3,28.467,0,1,0
37,0,4,17.85,0,1,0.2
38,0,4,31.158,0,1,0
53,0,2,14.496,0,0,-5.9
40,1,5,68.175,1,1,22.6
41,1,4,68.13,0,1,14.3
27,1,4,29.916,0,1,-4.493
33,0,4,32.01,0,1,-1.305
34,1,4,44.043,0,1,-2.8
42,1,4,49.596,0,1,40.9
43,1,5,29.688,0,1,42.3
48,0,3,52.836,0,1,-0.276
32,1,3,36.348,0,1,2.5
42,1,3,16.467,0,0,5.75
45,1,4,78.663,0,1,15
43,1,1,20.724,1,0,12.575
42,1,4,70.635,0,1,6.6
32,0,3,34.455,0,1,1.5
27,0,1,25.5,1,0,-0.7
43,1,9,24.936,0,1,0.685
26,0,1,15.699,1,0,-0.205
58,0,3,19.089,0,0,0.02
26,1,1,37.641,0,0,6.302
41,0,1,33.225,0,0,1.6
28,1,2,25.245,0,1,-3.38
25,0,1,34.17,0,0,4
53,0,2,11.538,0,0,48
47,1,4,94.2,1,1,179
36,1,3,104.661,0,1,14
42,0,2,24.225,0,0,-1.9
61,0,3,50.919,0,1,5.999
42,1,5,89.253,1,1,38.7
58,0,1,19.245,0,0,59.262
56,1,6,132.996,0,1,19.5
31,1,3,40.2,0,1,13.999
29,1,2,20.175,0,0,3.274
52,1,3,38.46,0,1,6.52
61,1,2,42.231,0,1,99.169
48,1,2,13.8,0,0,4.8
45,0,3,27.786,0,1,20.348
35,0,4,19.464,1,0,17
34,0,3,51.162,1,0,45.999
44,0,4,26.472,0,1,4.883
25,1,2,11.649,0,0,2.5
33,1,4,30.438,0,1,0.3
52,0,3,22.488,0,1,54.247
41,1,4,64.245,0,1,12.65
48,1,2,30.804,0,0,38
57,1,4,90.525,0,1,98.175
45,0,2,33.084,0,0,-0.69
33,1,4,25.686,0,1,-1.8
35,0,1,60.897,1,0,13.259
50,0,2,30.636,0,0,-2.422
43,1,4,47.796,0,1,108.6
35,0,4,32.265,0,1,6.325
38,0,4,42.906,0,1,4.199
38,0,4,40.602,0,1,13.798
37,0,3,13.38,0,0,-0.6
59,0,1,14.28,0,0,-1.8
63,1,4,40.203,0,1,37.923
47,1,5,34.236,1,1,43.432
54,0,4,53.961,1,1,-9.7
56,1,2,18.588,0,0,0.2
49,0,6,36.336,1,1,0.399
29,0,1,19.491,1,0,23.549
52,1,2,78.48,0,1,80.5
31,0,4,10.008,0,0,-0.495
33,0,4,23.601,0,0,0
46,0,4,47.52,0,1,12.899
47,0,4,33.93,0,1,7.5
39,0,1,49.2,1,0,172.6
45,0,4,47.178,0,1,-5.19
41,0,2,26.022,0,0,0.499
37,0,4,12.633,0,0,-0.256
45,0,2,26.7,0,0,-5.177
37,1,2,30.504,1,0,22.05
32,0,3,12.96,0,1,0
52,0,2,21.891,0,0,0
40,0,1,25.506,0,0,-5.2
25,1,1,31.992,1,0,2
40,0,2,51.198,0,1,6.85
51,1,10,16.32,0,1,0
30,0,1,11.256,1,0,-1.5
62,0,3,15.387,0,1,0
45,0,3,10.77,0,0,0.05
31,0,1,24,0,0,-19.173
44,0,5,23.787,0,1,1.799
38,0,2,11.34,0,0,0
39,0,3,34.908,0,1,9.055
37,0,2,39,1,0,4.499
41,0,2,32.646,1,0,-9.3
28,1,3,14.118,0,0,2.473
56,0,3,17.724,0,1,-0.633
35,1,4,26.37,0,1,-0.4
52,0,2,44.4,0,1,-0.05
31,0,1,14.28,1,0,0
31,0,1,26.058,0,0,6.5
36,1,3,12.24,0,0,0
46,1,4,14.7,0,1,21.85
33,0,1,19.2,1,0,0.1
62,0,3,57.081,1,1,99.76
28,0,1,13.5,1,0,-5.5
44,0,1,22.416,1,0,112
61,1,2,140.13,0,1,105
38,0,1,31.674,0,0,1.499
33,0,1,39.351,0,0,35.9
38,0,1,20.817,1,0,-4.94
47,0,1,16.98,0,0,14.948
28,1,1,32.034,0,0,1.1
27,1,1,30.015,1,0,48.2
27,1,3,24.693,0,1,4.763
27,1,3,38.322,0,1,-0.05
53,0,1,32.049,0,0,32.649
36,0,2,57.675,1,0,1.099
28,0,5,28.728,0,1,-0.97
27,0,2,39.003,0,1,-4.609
59,0,2,84.159,0,1,120.5
38,1,5,29.046,0,1,-8.3
27,1,4,12.18,0,0,-0.128
60,0,2,22.986,0,1,2.225
58,1,2,66.504,0,1,43.447
32,1,3,36,0,1,0.1
51,1,4,45.051,0,1,26.447
58,1,7,36,0,1,13
48,0,1,10.2,0,0,0
29,1,4,29.997,0,1,-8.95
44,1,3,26.232,0,0,-7.2
27,0,3,44.64,0,1,27.349
33,1,4,57.228,0,1,9.181
62,0,1,16.62,0,0,1.2
30,1,4,56.757,0,1,58.85
49,1,4,76.896,0,1,4.799
42,0,7,15.384,0,1,-0.8
34,0,3,53.52,0,1,0.2
56,0,2,47.877,0,1,20.694
29,0,2,30.633,0,0,0
29,1,3,25.908,0,1,-3.1
36,0,4,10.92,0,0,-1.483
30,1,2,85.386,0,1,32.2
29,1,3,44.805,0,1,11.509
46,0,1,33.408,1,0,2.085
46,0,3,43.896,1,1,24.999
33,0,5,17.745,0,1,-0.33
37,1,2,41.763,0,0,-15.532
28,0,5,20.148,1,1,-0.425
37,0,3,48,0,0,-0.425
27,0,6,10.248,0,1,0
38,1,2,76.212,0,1,40.8
33,0,6,31.236,0,1,-15.001
53,1,2,40.494,0,0,7.575
47,0,10,18.195,0,1,-0.791
34,1,3,61.35,0,1,34.475
28,1,5,28.215,0,1,18.799
37,0,4,11.763,0,1,-0.4
50,0,6,43.5,1,1,0
47,0,4,57.924,0,1,0
41,1,2,20.4,0,0,1
56,1,2,33.717,0,1,25.449
48,0,4,29.238,0,1,2.01
64,0,4,24.675,0,1,34.271
32,0,3,37.26,0,1,1.9
36,0,4,27.6,0,0,-10.5
28,0,1,11.481,1,0,0.4
28,0,3,21.45,0,1,-3.1
33,1,3,100.575,0,1,120.6
50,1,1,16.521,0,0,15.248
25,0,2,34.953,0,1,0
57,0,3,21.84,0,0,-2.5
32,0,5,19.659,0,1,0.149
49,0,2,14.631,0,0,-3
31,0,3,24.3,0,1,-1.16
47,1,2,42.639,1,0,78.7
49,0,3,16.92,0,1,-2.95
32,1,2,28.374,0,1,0.42
46,0,1,96.06,1,0,-1.5
26,0,1,10.626,1,0,0
29,1,2,91.536,0,1,87.509
29,1,2,94.125,0,1,36.1
40,0,5,23.37,0,1,-8.25
44,0,3,46.8,0,1,11.5
38,1,4,68.739,0,1,40.416
31,0,5,42.336,0,1,24.32
25,0,5,17.418,0,1,-0.35
34,1,3,49.2,0,1,-10.115
34,0,3,28.935,0,1,-3.72
54,1,2,51.99,0,1,65.5
56,1,3,36.912,0,1,101.408
43,1,2,33.636,0,0,49.37
39,1,4,45.564,0,1,2.7
52,1,4,45.09,0,1,4.9
28,0,1,15.774,1,0,0.8
30,0,1,14.625,1,0,-1
33,0,1,15.3,1,0,-18.294
43,0,5,27.489,0,1,-22.663
40,1,4,67.434,0,1,5.899
43,0,2,22.578,0,1,9.75
47,1,3,92.583,1,1,14.549
44,0,4,77.73,0,1,125.599
49,0,2,16.335,0,0,0.8
27,0,3,19.29,0,1,-5.201
44,0,2,12.501,0,0,-5.774
36,0,2,18.138,0,0,-4.4
41,1,5,41.751,0,1,90.798
26,1,3,18.225,0,1,-0.474
62,1,2,19.206,0,0,21.75
57,0,1,49.428,0,0,25.5
40,0,6,18.9,1,1,-18
38,0,4,107.172,0,1,156.1
30,1,1,24.21,1,0,0.6
52,0,2,73.11,0,1,7.7
28,0,1,22.404,0,0,2.444
35,1,4,28.407,1,1,5.709
61,0,2,22.341,0,1,2.1
42,0,4,30,0,1,-6
54,1,2,66.018,0,1,11
31,0,3,32.256,0,1,7.768
30,1,1,54.594,0,0,13.47
37,0,3,69.12,0,1,-2
26,0,1,29.7,0,1,16.699
32,1,4,53.364,0,1,-10.559
31,1,1,33.693,1,0,2.57
53,1,2,66,1,0,5.27
31,0,1,33.948,0,0,40.45
28,0,1,15.294,1,0,-6.5
29,0,1,39,1,0,-3.23
32,1,6,36.015,0,1,-15.345
40,1,3,43.818,0,1,-2.371
31,0,2,16.56,0,1,-14.16
26,1,3,38.931,0,1,-2.958
41,0,1,16.2,1,0,0.5
62,1,2,58.68,0,1,5.86
48,1,1,21.969,0,0,-2.05
33,0,4,19.8,0,1,2.999
39,1,2,77.493,1,1,39.1
46,1,2,41.58,1,0,17.147
32,0,3,34.68,0,1,0
44,0,1,10.173,1,0,8.199
34,0,1,12.168,1,0,0.5
47,0,3,22.092,0,0,41.71
35,0,3,55.77,0,1,-30.59
55,1,2,17.196,0,1,-0.733
30,0,1,12.051,0,0,-0.05
54,1,2,70.179,0,1,105.95
58,0,2,33.915,0,1,968.999
32,0,1,22.149,1,0,0.4
32,0,2,50.97,0,1,4.6
61,1,2,45.492,0,1,3.648
26,1,3,44.442,0,1,-5
32,0,7,46.998,0,1,-3.5
46,1,4,33.639,1,1,5.248
44,0,2,60.48,0,1,0.6
52,0,4,97.299,1,1,74
46,0,2,62.25,1,0,-3
42,0,5,26.406,0,1,1.099
50,1,1,34.935,1,0,17.46
56,0,1,14.748,1,0,3.499
30,0,3,27.93,0,1,-0.9
27,0,5,17.34,1,1,-1
52,1,5,48.639,0,0,84.05
36,0,2,44.805,0,1,0.6
48,0,4,107.922,0,1,161.626
35,0,4,13.128,0,0,-0.021
59,0,1,12.906,0,0,-3.016
40,0,5,50.817,0,1,-6.38
42,1,1,26.718,1,0,11.9
45,0,2,29.4,0,0,3.6
45,0,4,27.033,0,1,0.019
41,1,2,119.133,1,1,90.2
35,0,2,27.129,0,0,-3
29,0,1,18,0,0,-4.5
40,1,4,68.271,0,1,38
31,1,1,21.6,1,0,0
41,1,4,41.415,0,1,-0.05
35,0,4,24.705,0,1,3
47,0,4,13.35,0,1,-4.6
49,0,2,26.4,0,1,-7.606
29,0,3,11.721,0,0,0
37,0,4,32.679,1,1,0
34,1,3,41.13,0,1,5.45
30,1,3,62.49,0,1,61.55
28,1,3,21.534,1,1,6.975
57,1,1,13.692,0,0,5.599
42,0,4,55.791,0,1,5.968
34,1,2,48.27,0,0,85
38,0,5,20.577,0,1,1.7
38,0,3,19.365,0,0,0
43,0,2,13.896,1,0,0.125
49,1,4,107.559,0,1,14.599
62,1,5,39.342,0,1,21.548
59,0,3,126.576,0,1,-130.09
47,0,3,88.413,0,1,24.109
39,0,4,63.15,0,1,0.299
60,0,2,36.966,0,1,6.93
52,0,2,100.596,1,0,92.8
31,0,4,13.317,0,1,-1.093
54,0,1,45.225,1,0,18.3
59,0,4,12.96,0,1,0
51,0,2,17.7,0,0,44.999
57,1,2,25.392,0,0,59.15
41,0,3,31.56,0,1,4.3
53,0,3,13.77,0,1,0
42,1,5,61.683,0,1,23.983
34,1,4,53.556,0,1,0.725
35,0,5,37.548,0,1,0
42,0,1,18,1,0,0
48,1,2,27,0,1,-7.85
37,0,4,36.564,0,1,-3.995
50,1,3,30.189,0,1,49.549
25,0,4,24.51,0,1,-1.45
60,0,2,17.544,0,0,-0.05
35,0,5,29.91,0,1,-0.275
42,0,4,57.18,0,1,4.21
62,0,2,19.35,0,1,96.997
36,0,1,19.77,1,0,74.35
61,1,2,68.889,0,1,44.599
54,0,4,65.661,0,1,133.249
51,0,2,45.102,0,1,3.749
26,0,1,18.015,0,0,-10.2
58,0,2,15.42,0,1,2.65
34,1,4,12.96,0,0,-2.8
38,0,7,19.125,0,1,-0.8
36,1,1,24.009,1,0,0.2
40,0,4,30.936,0,0,-0.929
53,1,2,16.2,0,0,-2.364
54,1,1,19.116,0,0,2.907
30,0,5,22.8,0,1,1.3
56,1,1,73.305,0,0,14.2
54,1,2,33.705,1,0,35.303
26,0,4,15.45,1,1,0
44,1,2,38.82,1,0,1.75
40,0,1,19.329,0,0,10.976
56,0,2,40.53,0,0,19.698
51,0,4,22.5,1,1,-0.9
33,1,2,54.954,0,1,87.2
62,0,3,57.33,0,1,10.5
58,0,2,16.8,1,1,-62
39,0,2,31.86,1,0,1.499
38,1,5,55.992,0,1,23.198
30,0,1,44.982,0,0,5.4
46,1,4,35.31,0,0,-7.5
41,0,3,23.469,0,0,1.8
56,1,3,26.1,0,1,6.1
37,0,5,49.65,0,1,26.9
29,1,4,14.4,0,1,0.045
25,1,1,18.312,1,0,0.8
29,1,5,27.096,0,1,1.96
43,1,2,59.757,1,1,36.54
32,0,4,34.938,0,1,-0.801
38,1,5,48.327,0,1,4.149
33,1,4,49.959,0,1,40
44,1,3,49.422,0,1,7.327
33,0,5,13.386,0,0,-3.2
42,0,4,23.004,0,1,-5.59
57,0,3,45.294,0,1,116.499
46,1,4,76.233,0,1,20.08
45,0,1,13.428,1,0,0
63,0,2,40.824,0,1,36.799
58,1,2,38.979,0,1,5.3
29,1,4,64.935,1,1,-1.644
39,0,5,62.13,0,1,-2
61,0,1,34.68,0,0,2.6
51,1,1,22.5,1,0,0
41,1,4,28.35,0,1,124
46,1,3,88.98,0,1,12.9
41,0,1,29.715,0,0,1.34
32,1,1,28.74,1,0,12
56,0,3,15.006,0,0,-0.75
41,1,4,23.043,0,0,0.3
38,0,1,13.08,0,0,-0.376
39,0,2,65.172,1,1,12.211
33,1,4,20.196,0,1,-4.564
43,1,2,34.95,0,0,-3.501
45,1,1,25.353,0,0,-6.051
61,0,2,60.15,1,0,122.499
39,0,4,21.24,0,1,0.1
43,1,4,68.808,0,1,55.38
29,1,2,54.69,0,1,20.7
54,0,2,90.234,1,1,45.06
34,0,5,83.274,0,1,184.474
48,0,4,71.928,0,1,230.097
51,0,2,62.58,0,1,126.5
44,1,2,10.65,0,0,0.334
51,0,3,32.526,0,1,-1.95
46,0,1,14.196,1,0,5.049
27,1,1,14.895,0,0,1.4
41,0,2,18.306,0,0,0
44,1,1,20.325,0,0,8.137
33,0,1,42.183,1,0,-0.1
41,1,1,37.245,1,0,22.61
29,0,1,20.43,0,0,0.499
25,0,1,21.879,1,0,-4.4
35,0,3,24.123,0,0,0.03
40,1,4,36.195,0,1,-0.29
37,0,1,19.44,1,0,2.325
52,1,2,69.726,0,1,94.9
43,0,2,37.146,1,0,-3.69
35,0,1,18.027,0,0,-0.85
44,0,2,30.408,0,0,25
26,1,2,18.198,0,0,2.2
31,1,1,25.311,1,0,2.499
27,0,4,11.898,0,0,0.13
53,0,2,34.92,0,1,18.2
39,1,1,38.07,1,0,16.799
26,1,2,70.368,0,1,12
27,1,2,37.626,0,1,0.5
42,1,5,89.52,0,1,70.682
40,1,4,51.54,0,1,16.11
32,0,5,24.99,0,1,-1.17
44,1,3,65.976,0,1,28.1
48,0,5,19.2,0,0,-1.4
60,1,2,30.735,0,1,9.16
36,1,4,30.972,1,1,-4.1
27,0,1,40.209,1,0,1.965
47,1,5,78,0,1,50.5
31,1,1,41.058,1,0,38.4
25,0,2,47.322,0,1,2.526
33,1,4,45.201,0,1,23.38
42,1,1,52.434,1,0,10
35,1,4,72.42,0,1,-1.801
36,1,5,45.855,0,1,21.22
34,1,3,112.509,0,1,18.885
36,0,4,17.274,0,1,0.23
38,1,2,155.967,0,1,20.95
56,0,3,39.375,0,1,0.5
54,1,2,84.279,0,1,73.149
36,1,3,44.175,1,1,1.449
43,0,1,21.792,0,0,-7
35,1,3,135.3,0,1,227
30,0,4,19.446,0,1,0.499
63,0,4,20.724,0,1,-7.9
60,0,2,16.149,0,0,1.8
64,0,3,15.393,0,1,-22.491
53,1,2,55.725,0,1,22.772
43,1,3,57.18,1,0,44
43,1,4,46.596,1,1,55.608
52,0,1,92.904,1,1,80
48,0,2,141.315,0,1,11.347
36,0,3,36.699,0,0,-5.8
30,1,1,42.78,1,0,10.475
52,0,1,21.6,0,0,-0.5
52,0,1,20.718,1,0,0.299
61,0,3,44.331,0,1,14.399
34,0,3,20.4,0,0,0
37,1,4,40.362,0,1,3.4
56,0,3,12.723,0,0,-0.22
29,0,5,25.209,1,1,0.15
43,0,2,32.106,0,0,8.75
37,0,1,19.455,0,0,1.25
33,1,3,45.3,0,1,-21.13
60,1,2,39.675,0,1,1.072
32,0,4,12.192,0,0,0.2
25,0,1,35.7,1,0,-6.355
28,0,1,33.849,1,0,-1.5
40,1,4,27.117,0,1,1.961
54,0,3,98.784,0,1,7.234
39,1,1,31.53,1,0,12.6
42,1,3,29.289,0,0,39.036
43,0,3,36,1,1,0.099
59,0,2,28.284,0,1,26.2
36,0,4,48.3,0,1,5
57,0,2,82.29,0,1,62
32,0,3,25.305,0,1,-12
64,0,1,28.83,0,0,1.704
30,0,2,42.315,0,1,0.2
42,1,1,32.1,1,0,-0.9
56,0,3,24.819,0,1,0.6
47,0,4,23.772,0,1,11.937
55,0,3,39.216,0,0,4
35,0,4,37.38,0,1,2.9
35,1,4,54.963,0,1,23.21
34,0,5,17.883,0,1,0.05
33,0,1,14.52,0,0,1.999
42,1,4,60.696,0,1,42.63
48,0,6,28.053,0,1,0
43,1,2,38.205,0,0,1
55,1,3,29.25,0,1,0
38,0,7,12.3,0,1,2
32,1,1,22.872,1,0,4.325
46,1,4,40.362,0,1,3.225
28,0,1,43.485,1,0,1.5
51,1,3,76.827,0,1,36.45
38,0,6,18.438,0,1,2.549
55,0,2,54.36,0,1,21.417
57,1,3,73.815,0,1,65.612
59,0,2,144.534,1,1,219.699
29,0,1,14.274,1,0,0.288
33,0,4,37.146,0,1,0.2
51,0,2,37.452,0,1,21.9
31,0,2,53.841,1,1,1.399
34,0,3,13.818,1,1,0.3
31,1,1,12,1,0,9.75
29,0,6,36.213,0,1,-0.635
29,1,4,57.393,0,1,-10.93
29,1,1,74.07,1,0,16.025
30,0,3,31.785,0,1,-2.3
38,1,3,35.718,0,1,8.345
35,0,2,29.925,0,1,-8
45,0,1,43.239,1,0,24.9
41,1,4,34.794,0,1,2.06
27,0,1,31.308,1,0,2
61,0,1,13.893,0,0,37.65
26,0,1,13.11,1,0,-2.815
31,1,4,48.588,0,1,14.91
48,1,2,22.65,0,0,-5.325
36,0,4,20.31,0,1,2.151
27,1,1,15.6,1,0,13.2
59,0,2,23.976,0,1,0.656
35,1,1,51.384,1,0,-48.6
51,1,1,24.48,1,0,5.4
26,1,1,30.06,1,0,1.349
52,1,6,79.701,0,1,12.9
47,0,5,33.78,0,1,-6.501
43,0,5,64.05,0,1,3.5
26,1,1,34.275,0,0,0.5
36,0,2,26.4,0,0,0.85
36,1,1,36.18,0,0,8.5
60,0,1,29.424,1,0,7.899
40,0,1,49.209,1,0,-0.151
31,0,2,40.86,0,1,0.5
34,1,6,16.704,0,1,-5.38
43,1,4,74.439,0,1,76.585
44,0,2,54.492,0,1,-1.69
43,0,1,19.563,0,0,-5.4
41,0,1,31.8,1,0,-0.25
47,1,1,64.8,1,0,66.5
41,1,5,86.847,0,1,74.972
64,0,3,11.775,1,1,0
32,0,2,169.404,0,1,34.418
32,0,1,14.925,0,0,0.35
52,1,2,70.872,0,1,242.674
45,0,3,49.551,0,1,10.15
38,1,4,40.596,0,1,1.575
44,1,4,57.828,0,1,46.622
45,1,1,45.309,0,0,5.45
28,0,6,29.427,0,1,1.6
35,1,2,22.521,1,0,9
38,1,1,20.796,1,0,15.899
32,1,3,30.36,0,0,-5.28
37,1,2,34.359,1,1,1.249
36,0,4,38.061,0,1,-2.643
28,0,3,14.46,0,0,1
32,0,2,21.915,0,0,7.7
61,1,2,48.828,0,1,62.5
35,0,4,50.85,0,1,-3.496
40,0,8,35.67,0,1,0.5
56,1,1,27.492,0,0,25.949
44,0,2,25.188,0,0,-6.401
34,1,5,21.81,0,1,-0.68
33,0,2,28.575,0,1,-0.38
50,0,2,33.243,0,1,-0.2
38,1,3,13.668,0,0,-4.14
39,1,2,21.888,0,0,6.465
25,0,4,14.484,0,1,-6.569
41,0,2,11.202,1,0,0
31,0,2,27.162,1,1,1.444
38,0,4,29.838,0,1,-2.047
25,0,1,14.79,1,0,0.1
56,0,3,35.742,0,1,0.25
49,0,5,60,0,1,-3.7
50,0,2,54.981,0,1,8.043
39,0,3,19.263,0,0,-0.2
50,1,4,75.12,0,1,137.4
43,1,3,55.473,1,1,6.6
43,1,2,54.585,1,0,70.15
43,0,5,83.886,0,1,6
35,1,2,153.018,0,1,398.241
35,1,2,49.92,0,1,25.13
47,1,2,38.256,0,1,44.762
38,0,4,17.781,0,1,-0.57
29,1,1,32.109,1,0,9.5
49,0,2,41.49,0,1,4.787
61,1,4,38.412,0,1,4.2
25,0,3,27.48,0,1,-5
43,1,4,26.214,0,1,1.62
40,0,3,35.475,0,0,-4.05
31,0,3,12.6,0,0,-0.93
26,0,1,22.83,1,0,2.573
55,0,3,23.208,0,1,-24.5
40,0,3,60.699,0,1,-1.5
32,0,5,12.828,0,0,0
28,0,2,14.877,0,1,2.15
43,1,3,105.156,0,1,35.3
64,0,4,31.254,1,0,60.4
50,1,2,51.897,0,1,65.95
57,1,4,79.29,0,1,41.26
38,1,1,28.056,0,0,-0.504
44,1,3,158.721,0,1,135.196
45,0,1,11.25,1,1,0
55,0,4,56.598,0,1,11.9
26,1,2,29.655,0,0,0.881
63,0,3,18.678,0,1,0.027
35,1,2,57.603,0,1,-14.351
39,1,1,19.833,1,0,-9.25
56,0,2,39.18,1,0,19.099
45,1,6,55.986,0,1,-5.6
51,0,2,37.971,0,1,37.173
37,0,1,21.078,1,1,5.099
46,0,1,25.35,0,0,0.5
35,0,1,40.572,1,0,0.1
52,0,4,21.09,0,1,0.1
43,1,1,13.248,1,0,1.216
41,0,1,45.012,0,0,29.55
43,0,1,50.55,0,0,18.8
53,1,3,41.538,0,1,16.1
57,0,4,37.569,0,1,-3.3
31,0,5,28.356,0,1,0.005
38,1,3,51.048,0,1,15.597
35,1,1,50.628,1,0,14.4
52,1,2,46.998,0,1,115.402
26,0,1,33.672,0,0,1.7
34,0,4,17.007,1,1,-1.26
44,1,1,27.291,1,0,12.55
31,1,1,30.198,1,0,-1.35
47,0,2,12.336,0,0,1.599
47,0,3,36.21,0,1,2.1
48,0,3,37.416,0,1,-16.725
61,0,3,55.446,0,1,195
43,1,3,15.3,0,0,14.35
29,0,1,12.243,1,0,0.054
30,0,4,46.08,0,1,2
39,0,3,14.382,0,0,1.569
34,1,2,49.515,1,0,-3.5
30,0,4,25.122,0,1,1.205
42,0,3,30,0,0,-5.49
63,0,2,36.429,0,1,30.523
43,1,4,48.471,0,0,38.399
38,0,2,48.651,0,0,0.8
45,0,2,70.755,1,1,40.9
58,1,2,62.766,0,1,78.559
46,1,2,51.84,1,0,191.8
32,0,4,52.602,0,1,-2.602
32,0,1,25.314,1,0,0.8
48,1,6,62.43,0,1,73.15
36,0,3,14.559,0,1,-3.45
62,0,3,45.432,0,1,104.766
27,0,1,15.3,1,0,-1
46,0,3,22.41,0,0,-0.601
45,0,1,24.426,0,0,1.8
43,0,1,24.09,0,0,1.299
31,0,3,27.906,0,1,5.9
57,0,2,30.84,0,1,100.099
46,0,4,49.431,0,1,18.46
57,1,4,100.026,0,1,71.438
26,1,3,28.95,0,1,14.699
63,0,2,14.994,0,1,-0.42
44,1,4,43.536,0,1,1.821
35,0,6,13.704,0,1,12
57,0,1,76.23,0,0,136
50,0,6,24.939,1,0,-2.15
50,0,4,31.974,0,0,-9.09
35,0,1,23.973,0,0,109.1
31,0,3,15.3,0,1,0.33
46,1,4,75.6,0,1,101.01
25,0,3,24.3,1,1,-0.3
31,1,6,17.31,0,0,1.45
25,0,3,23.004,1,0,-2
37,1,1,35.916,0,0,25.599
30,0,1,22.641,0,0,-0.501
51,1,7,37.77,0,1,12.309
41,0,2,24.498,0,1,0.4
52,1,2,37.887,0,1,29.3
26,0,4,23.556,0,1,-3.15
35,0,2,71.34,1,1,26
32,0,1,11.667,1,0,-10.002
59,1,4,18.894,0,1,-2.85
56,0,2,32.148,0,1,7.8
44,1,4,109.095,0,1,94
34,1,3,106.782,0,1,23.3
49,1,3,27.675,0,1,0.69
51,0,1,20.496,1,0,0.6
43,1,1,15.3,1,0,10
55,0,2,32.34,0,1,2
48,0,1,13.05,0,0,0.9
27,0,1,52.86,1,0,3
